STATUS | wrapper  | 2014/10/27 19:50:32 | --> Wrapper Started as Daemon
INFO   | jvm 1    | 2014/12/25 00:58:34 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/25 18:19:11 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/25 18:19:11 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/25 18:19:16 | Launching a JVM...
WARN   | wrapper  | 2014/12/25 18:19:16 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 2    | 2014/12/25 18:19:16 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 2    | 2014/12/25 18:19:16 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 2    | 2014/12/25 18:19:16 | 
INFO   | jvm 2    | 2014/12/25 18:19:17 | 2014-12-25 18:19:17,293 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 2    | 2014/12/25 18:19:17 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 2    | 2014/12/25 18:19:17 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 2    | 2014/12/25 18:19:20 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 2    | 2014/12/25 18:19:20 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 2    | 2014/12/25 18:19:20 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 2    | 2014/12/25 18:19:24 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 2    | 2014/12/25 18:19:24 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 2    | 2014/12/25 18:19:24 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/26 07:59:50 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/26 07:59:50 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/26 07:59:55 | Launching a JVM...
WARN   | wrapper  | 2014/12/26 07:59:55 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 3    | 2014/12/26 07:59:55 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 3    | 2014/12/26 07:59:55 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 3    | 2014/12/26 07:59:55 | 
INFO   | jvm 3    | 2014/12/26 07:59:56 | 2014-12-26 07:59:56,268 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 3    | 2014/12/26 07:59:56 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 3    | 2014/12/26 07:59:56 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 3    | 2014/12/26 07:59:59 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 3    | 2014/12/26 07:59:59 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 3    | 2014/12/26 07:59:59 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 3    | 2014/12/26 08:00:03 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 3    | 2014/12/26 08:00:03 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 3    | 2014/12/26 08:00:03 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/26 18:06:49 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/26 18:06:49 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/26 18:06:54 | Launching a JVM...
WARN   | wrapper  | 2014/12/26 18:06:54 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 4    | 2014/12/26 18:06:54 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 4    | 2014/12/26 18:06:54 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 4    | 2014/12/26 18:06:54 | 
INFO   | jvm 4    | 2014/12/26 18:06:55 | 2014-12-26 18:06:55,110 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 4    | 2014/12/26 18:06:55 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 4    | 2014/12/26 18:06:55 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 4    | 2014/12/26 18:06:58 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 4    | 2014/12/26 18:06:58 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 4    | 2014/12/26 18:06:58 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 4    | 2014/12/26 18:07:02 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 4    | 2014/12/26 18:07:02 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 4    | 2014/12/26 18:07:02 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/27 03:25:05 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/27 03:25:05 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/27 03:25:10 | Launching a JVM...
WARN   | wrapper  | 2014/12/27 03:25:10 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 5    | 2014/12/27 03:25:11 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 5    | 2014/12/27 03:25:11 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 5    | 2014/12/27 03:25:11 | 
INFO   | jvm 5    | 2014/12/27 03:25:11 | 2014-12-27 03:25:11,509 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 5    | 2014/12/27 03:25:11 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 5    | 2014/12/27 03:25:11 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 5    | 2014/12/27 03:25:14 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 5    | 2014/12/27 03:25:14 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 5    | 2014/12/27 03:25:14 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 5    | 2014/12/27 03:25:18 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 5    | 2014/12/27 03:25:18 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 5    | 2014/12/27 03:25:18 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/27 17:17:42 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/27 17:17:42 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/27 17:17:46 | Launching a JVM...
WARN   | wrapper  | 2014/12/27 17:17:46 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 6    | 2014/12/27 17:17:47 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 6    | 2014/12/27 17:17:47 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 6    | 2014/12/27 17:17:47 | 
INFO   | jvm 6    | 2014/12/27 17:17:47 | 2014-12-27 17:17:47,809 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 6    | 2014/12/27 17:17:48 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 6    | 2014/12/27 17:17:48 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 6    | 2014/12/27 17:17:51 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 6    | 2014/12/27 17:17:51 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 6    | 2014/12/27 17:17:51 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 6    | 2014/12/27 17:18:06 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 6    | 2014/12/27 17:18:06 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 6    | 2014/12/27 17:18:06 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/28 03:26:27 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/28 03:26:28 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/28 03:26:32 | Launching a JVM...
WARN   | wrapper  | 2014/12/28 03:26:33 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 7    | 2014/12/28 03:26:33 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 7    | 2014/12/28 03:26:33 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 7    | 2014/12/28 03:26:33 | 
INFO   | jvm 7    | 2014/12/28 03:26:33 | 2014-12-28 03:26:33,581 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 7    | 2014/12/28 03:26:33 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 7    | 2014/12/28 03:26:33 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 7    | 2014/12/28 03:26:36 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 7    | 2014/12/28 03:26:36 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 7    | 2014/12/28 03:26:36 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 7    | 2014/12/28 03:26:41 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 7    | 2014/12/28 03:26:41 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 7    | 2014/12/28 03:26:41 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/28 18:33:50 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/28 18:33:50 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/28 18:33:55 | Launching a JVM...
WARN   | wrapper  | 2014/12/28 18:33:55 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 8    | 2014/12/28 18:33:55 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 8    | 2014/12/28 18:33:55 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 8    | 2014/12/28 18:33:55 | 
INFO   | jvm 8    | 2014/12/28 18:33:55 | 2014-12-28 18:33:55,898 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 8    | 2014/12/28 18:33:56 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 8    | 2014/12/28 18:33:56 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 8    | 2014/12/28 18:33:59 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 8    | 2014/12/28 18:33:59 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 8    | 2014/12/28 18:33:59 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 8    | 2014/12/28 18:34:03 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 8    | 2014/12/28 18:34:03 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 8    | 2014/12/28 18:34:03 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/29 04:33:17 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/29 04:33:17 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/29 04:33:22 | Launching a JVM...
WARN   | wrapper  | 2014/12/29 04:33:22 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 9    | 2014/12/29 04:33:22 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 9    | 2014/12/29 04:33:22 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 9    | 2014/12/29 04:33:22 | 
INFO   | jvm 9    | 2014/12/29 04:33:23 | 2014-12-29 04:33:23,221 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 9    | 2014/12/29 04:33:23 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 9    | 2014/12/29 04:33:23 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 9    | 2014/12/29 04:33:26 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 9    | 2014/12/29 04:33:26 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 9    | 2014/12/29 04:33:26 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 9    | 2014/12/29 04:33:36 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 9    | 2014/12/29 04:33:36 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 9    | 2014/12/29 04:33:36 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/29 15:05:14 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/29 15:05:14 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/29 15:05:18 | Launching a JVM...
WARN   | wrapper  | 2014/12/29 15:05:19 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 10   | 2014/12/29 15:05:19 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 10   | 2014/12/29 15:05:19 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 10   | 2014/12/29 15:05:19 | 
INFO   | jvm 10   | 2014/12/29 15:05:19 | 2014-12-29 15:05:19,734 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 10   | 2014/12/29 15:05:20 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 10   | 2014/12/29 15:05:20 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 10   | 2014/12/29 15:05:23 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 10   | 2014/12/29 15:05:23 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 10   | 2014/12/29 15:05:23 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 10   | 2014/12/29 15:05:27 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 10   | 2014/12/29 15:05:27 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 10   | 2014/12/29 15:05:27 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/29 20:18:07 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/29 20:18:07 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/29 20:18:12 | Launching a JVM...
WARN   | wrapper  | 2014/12/29 20:18:12 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 11   | 2014/12/29 20:18:13 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 11   | 2014/12/29 20:18:13 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 11   | 2014/12/29 20:18:13 | 
INFO   | jvm 11   | 2014/12/29 20:18:13 | 2014-12-29 20:18:13,506 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 11   | 2014/12/29 20:18:13 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 11   | 2014/12/29 20:18:13 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 11   | 2014/12/29 20:18:16 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 11   | 2014/12/29 20:18:16 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 11   | 2014/12/29 20:18:16 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 11   | 2014/12/29 20:18:21 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 11   | 2014/12/29 20:18:21 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 11   | 2014/12/29 20:18:21 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/30 02:13:12 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/30 02:13:12 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/30 02:13:17 | Launching a JVM...
WARN   | wrapper  | 2014/12/30 02:13:17 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 12   | 2014/12/30 02:13:17 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 12   | 2014/12/30 02:13:17 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 12   | 2014/12/30 02:13:17 | 
INFO   | jvm 12   | 2014/12/30 02:13:18 | 2014-12-30 02:13:18,028 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 12   | 2014/12/30 02:13:18 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 12   | 2014/12/30 02:13:18 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 12   | 2014/12/30 02:13:21 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 12   | 2014/12/30 02:13:21 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 12   | 2014/12/30 02:13:21 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 12   | 2014/12/30 02:13:37 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 12   | 2014/12/30 02:13:37 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 12   | 2014/12/30 02:13:37 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/30 13:20:37 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/30 13:20:37 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/30 13:20:42 | Launching a JVM...
WARN   | wrapper  | 2014/12/30 13:20:42 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 13   | 2014/12/30 13:20:43 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 13   | 2014/12/30 13:20:43 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 13   | 2014/12/30 13:20:43 | 
INFO   | jvm 13   | 2014/12/30 13:20:43 | 2014-12-30 13:20:43,415 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 13   | 2014/12/30 13:20:43 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 13   | 2014/12/30 13:20:43 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 13   | 2014/12/30 13:20:47 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 13   | 2014/12/30 13:20:47 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 13   | 2014/12/30 13:20:47 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 13   | 2014/12/30 13:20:51 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 13   | 2014/12/30 13:20:51 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 13   | 2014/12/30 13:20:51 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/30 19:12:30 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/30 19:12:30 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/30 19:12:35 | Launching a JVM...
WARN   | wrapper  | 2014/12/30 19:12:35 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 14   | 2014/12/30 19:12:35 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 14   | 2014/12/30 19:12:35 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 14   | 2014/12/30 19:12:35 | 
INFO   | jvm 14   | 2014/12/30 19:12:36 | 2014-12-30 19:12:35,971 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 14   | 2014/12/30 19:12:36 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 14   | 2014/12/30 19:12:36 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 14   | 2014/12/30 19:12:39 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 14   | 2014/12/30 19:12:39 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 14   | 2014/12/30 19:12:39 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 14   | 2014/12/30 19:12:43 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 14   | 2014/12/30 19:12:43 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 14   | 2014/12/30 19:12:43 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/31 02:11:03 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/31 02:11:03 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/31 02:11:07 | Launching a JVM...
WARN   | wrapper  | 2014/12/31 02:11:08 | JVM process was still running after receiving a SIGCHLD signal.
INFO   | jvm 15   | 2014/12/31 02:11:08 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 15   | 2014/12/31 02:11:08 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 15   | 2014/12/31 02:11:08 | 
INFO   | jvm 15   | 2014/12/31 02:11:08 | 2014-12-31 02:11:08,673 [WrapperSimpleAppMain] WARN  com.rsa.netwitness.carlos.i18n.MessageFactory - Can't find bundle for base name com.rsa.netwitness.carlos.management.proto.ManagementMessages, locale en_US; fabricating bundle dynamically.
INFO   | jvm 15   | 2014/12/31 02:11:08 | Server log file located at /opt/rsa/esa/logs/esa.log
INFO   | jvm 15   | 2014/12/31 02:11:08 | Logging to sysout disabled. To enable, set system property "com.rsa.netwitness.carlos.LOG_ENABLE_SYSOUT" to true.
INFO   | jvm 15   | 2014/12/31 02:11:12 | SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
INFO   | jvm 15   | 2014/12/31 02:11:12 | SLF4J: Defaulting to no-operation (NOP) logger implementation
INFO   | jvm 15   | 2014/12/31 02:11:12 | SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
INFO   | jvm 15   | 2014/12/31 02:11:16 | SLF4J: Failed to load class "org.slf4j.impl.StaticMDCBinder".
INFO   | jvm 15   | 2014/12/31 02:11:16 | SLF4J: Defaulting to no-operation MDCAdapter implementation.
INFO   | jvm 15   | 2014/12/31 02:11:16 | SLF4J: See http://www.slf4j.org/codes.html#no_static_mdc_binder for further details.
ERROR  | wrapper  | 2014/12/31 14:10:31 | JVM appears hung: Timed out waiting for signal from JVM.
ERROR  | wrapper  | 2014/12/31 14:10:31 | JVM did not exit on request, terminated
STATUS | wrapper  | 2014/12/31 14:10:36 | JVM exited in response to signal SIGKILL (9).
ERROR  | wrapper  | 2014/12/31 14:10:36 | Unable to start a JVM
STATUS | wrapper  | 2014/12/31 14:10:36 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/12/31 14:28:29 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/12/31 14:28:29 | Launching a JVM...
INFO   | jvm 1    | 2014/12/31 14:28:30 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
